Title,track_id,track_features,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Karma Police,63OQupATfueTdZMWTxW03A,"{'danceability': 0.36, 'energy': 0.501, 'key': 7, 'loudness': -9.129, 'mode': 1, 'speechiness': 0.0258, 'acousticness': 0.0638, 'instrumentalness': 9.32e-05, 'liveness': 0.172, 'valence': 0.324, 'tempo': 74.807, 'type': 'audio_features', 'id': '63OQupATfueTdZMWTxW03A', 'uri': 'spotify:track:63OQupATfueTdZMWTxW03A', 'track_href': 'https://api.spotify.com/v1/tracks/63OQupATfueTdZMWTxW03A', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/63OQupATfueTdZMWTxW03A', 'duration_ms': 264067, 'time_signature': 4}",0.36,0.501,7,-9.129,1,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,audio_features,63OQupATfueTdZMWTxW03A,spotify:track:63OQupATfueTdZMWTxW03A,https://api.spotify.com/v1/tracks/63OQupATfueTdZMWTxW03A,https://api.spotify.com/v1/audio-analysis/63OQupATfueTdZMWTxW03A,264067,4
Love On The Brain,5oO3drDxtziYU2H1X23ZIp,"{'danceability': 0.509, 'energy': 0.637, 'key': 4, 'loudness': -4.83, 'mode': 0, 'speechiness': 0.0471, 'acousticness': 0.0717, 'instrumentalness': 1.08e-05, 'liveness': 0.0789, 'valence': 0.378, 'tempo': 172.006, 'type': 'audio_features', 'id': '5oO3drDxtziYU2H1X23ZIp', 'uri': 'spotify:track:5oO3drDxtziYU2H1X23ZIp', 'track_href': 'https://api.spotify.com/v1/tracks/5oO3drDxtziYU2H1X23ZIp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5oO3drDxtziYU2H1X23ZIp', 'duration_ms': 224000, 'time_signature': 3}",0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,audio_features,5oO3drDxtziYU2H1X23ZIp,spotify:track:5oO3drDxtziYU2H1X23ZIp,https://api.spotify.com/v1/tracks/5oO3drDxtziYU2H1X23ZIp,https://api.spotify.com/v1/audio-analysis/5oO3drDxtziYU2H1X23ZIp,224000,3
1979,5QLHGv0DfpeXLNFo7SFEy1,"{'danceability': 0.767, 'energy': 0.787, 'key': 3, 'loudness': -9.897, 'mode': 1, 'speechiness': 0.0331, 'acousticness': 0.0163, 'instrumentalness': 0.583, 'liveness': 0.0513, 'valence': 0.964, 'tempo': 126.879, 'type': 'audio_features', 'id': '5QLHGv0DfpeXLNFo7SFEy1', 'uri': 'spotify:track:5QLHGv0DfpeXLNFo7SFEy1', 'track_href': 'https://api.spotify.com/v1/tracks/5QLHGv0DfpeXLNFo7SFEy1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5QLHGv0DfpeXLNFo7SFEy1', 'duration_ms': 266200, 'time_signature': 4}",0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,audio_features,5QLHGv0DfpeXLNFo7SFEy1,spotify:track:5QLHGv0DfpeXLNFo7SFEy1,https://api.spotify.com/v1/tracks/5QLHGv0DfpeXLNFo7SFEy1,https://api.spotify.com/v1/audio-analysis/5QLHGv0DfpeXLNFo7SFEy1,266200,4
Take Me to Church,1CS7Sd1u5tWkstBhpssyjP,"{'danceability': 0.566, 'energy': 0.664, 'key': 4, 'loudness': -5.303, 'mode': 0, 'speechiness': 0.0464, 'acousticness': 0.634, 'instrumentalness': 0, 'liveness': 0.116, 'valence': 0.437, 'tempo': 128.945, 'type': 'audio_features', 'id': '1CS7Sd1u5tWkstBhpssyjP', 'uri': 'spotify:track:1CS7Sd1u5tWkstBhpssyjP', 'track_href': 'https://api.spotify.com/v1/tracks/1CS7Sd1u5tWkstBhpssyjP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1CS7Sd1u5tWkstBhpssyjP', 'duration_ms': 241693, 'time_signature': 4}",0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,audio_features,1CS7Sd1u5tWkstBhpssyjP,spotify:track:1CS7Sd1u5tWkstBhpssyjP,https://api.spotify.com/v1/tracks/1CS7Sd1u5tWkstBhpssyjP,https://api.spotify.com/v1/audio-analysis/1CS7Sd1u5tWkstBhpssyjP,241693,4
Peking Fling,1taoqr6WBdHp4vJ9AfnMWQ,"{'danceability': 0.426, 'energy': 0.524, 'key': 2, 'loudness': -16.15, 'mode': 1, 'speechiness': 0.0342, 'acousticness': 0.638, 'instrumentalness': 0.956, 'liveness': 0.166, 'valence': 0.639, 'tempo': 117.998, 'type': 'audio_features', 'id': '1taoqr6WBdHp4vJ9AfnMWQ', 'uri': 'spotify:track:1taoqr6WBdHp4vJ9AfnMWQ', 'track_href': 'https://api.spotify.com/v1/tracks/1taoqr6WBdHp4vJ9AfnMWQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1taoqr6WBdHp4vJ9AfnMWQ', 'duration_ms': 133160, 'time_signature': 4}",0.426,0.524,2,-16.15,1,0.0342,0.638,0.956,0.166,0.639,117.998,audio_features,1taoqr6WBdHp4vJ9AfnMWQ,spotify:track:1taoqr6WBdHp4vJ9AfnMWQ,https://api.spotify.com/v1/tracks/1taoqr6WBdHp4vJ9AfnMWQ,https://api.spotify.com/v1/audio-analysis/1taoqr6WBdHp4vJ9AfnMWQ,133160,4
Bluegrass Breakdown,6uFe46bPkUSA24LQzn0qGm,"{'danceability': 0.389, 'energy': 0.527, 'key': 0, 'loudness': -14.986, 'mode': 1, 'speechiness': 0.0353, 'acousticness': 0.969, 'instrumentalness': 0.924, 'liveness': 0.331, 'valence': 0.96, 'tempo': 172.375, 'type': 'audio_features', 'id': '6uFe46bPkUSA24LQzn0qGm', 'uri': 'spotify:track:6uFe46bPkUSA24LQzn0qGm', 'track_href': 'https://api.spotify.com/v1/tracks/6uFe46bPkUSA24LQzn0qGm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6uFe46bPkUSA24LQzn0qGm', 'duration_ms': 158533, 'time_signature': 4}",0.389,0.527,0,-14.986,1,0.0353,0.969,0.924,0.331,0.96,172.375,audio_features,6uFe46bPkUSA24LQzn0qGm,spotify:track:6uFe46bPkUSA24LQzn0qGm,https://api.spotify.com/v1/tracks/6uFe46bPkUSA24LQzn0qGm,https://api.spotify.com/v1/audio-analysis/6uFe46bPkUSA24LQzn0qGm,158533,4
Frenesi,5Mt5Q5J5mDFIKs4r2HRQsT,"{'danceability': 0.487, 'energy': 0.178, 'key': 10, 'loudness': -16.131, 'mode': 1, 'speechiness': 0.0606, 'acousticness': 0.924, 'instrumentalness': 0.492, 'liveness': 0.103, 'valence': 0.681, 'tempo': 150.671, 'type': 'audio_features', 'id': '5Mt5Q5J5mDFIKs4r2HRQsT', 'uri': 'spotify:track:5Mt5Q5J5mDFIKs4r2HRQsT', 'track_href': 'https://api.spotify.com/v1/tracks/5Mt5Q5J5mDFIKs4r2HRQsT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5Mt5Q5J5mDFIKs4r2HRQsT', 'duration_ms': 186507, 'time_signature': 4}",0.487,0.178,10,-16.131,1,0.0606,0.924,0.492,0.103,0.681,150.671,audio_features,5Mt5Q5J5mDFIKs4r2HRQsT,spotify:track:5Mt5Q5J5mDFIKs4r2HRQsT,https://api.spotify.com/v1/tracks/5Mt5Q5J5mDFIKs4r2HRQsT,https://api.spotify.com/v1/audio-analysis/5Mt5Q5J5mDFIKs4r2HRQsT,186507,4
Big Mon,3i5h463CsDCWV13a25RgEO,"{'danceability': 0.811, 'energy': 0.642, 'key': 8, 'loudness': -6.161, 'mode': 1, 'speechiness': 0.0661, 'acousticness': 0.000744, 'instrumentalness': 0, 'liveness': 0.0981, 'valence': 0.546, 'tempo': 160.946, 'type': 'audio_features', 'id': '3i5h463CsDCWV13a25RgEO', 'uri': 'spotify:track:3i5h463CsDCWV13a25RgEO', 'track_href': 'https://api.spotify.com/v1/tracks/3i5h463CsDCWV13a25RgEO', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3i5h463CsDCWV13a25RgEO', 'duration_ms': 155474, 'time_signature': 4}",0.811,0.642,8,-6.161,1,0.0661,0.000744,0.0,0.0981,0.546,160.946,audio_features,3i5h463CsDCWV13a25RgEO,spotify:track:3i5h463CsDCWV13a25RgEO,https://api.spotify.com/v1/tracks/3i5h463CsDCWV13a25RgEO,https://api.spotify.com/v1/audio-analysis/3i5h463CsDCWV13a25RgEO,155474,4
"Prelude in C major, BWV 846",2nbMCBBmKc3B6A30jYPmpD,"{'danceability': 0.269, 'energy': 0.11, 'key': 0, 'loudness': -27.095, 'mode': 1, 'speechiness': 0.0429, 'acousticness': 0.994, 'instrumentalness': 0.868, 'liveness': 0.116, 'valence': 0.131, 'tempo': 121.897, 'type': 'audio_features', 'id': '2nbMCBBmKc3B6A30jYPmpD', 'uri': 'spotify:track:2nbMCBBmKc3B6A30jYPmpD', 'track_href': 'https://api.spotify.com/v1/tracks/2nbMCBBmKc3B6A30jYPmpD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2nbMCBBmKc3B6A30jYPmpD', 'duration_ms': 148693, 'time_signature': 4}",0.269,0.11,0,-27.095,1,0.0429,0.994,0.868,0.116,0.131,121.897,audio_features,2nbMCBBmKc3B6A30jYPmpD,spotify:track:2nbMCBBmKc3B6A30jYPmpD,https://api.spotify.com/v1/tracks/2nbMCBBmKc3B6A30jYPmpD,https://api.spotify.com/v1/audio-analysis/2nbMCBBmKc3B6A30jYPmpD,148693,4
Livin' on a Prayer,37ZJ0p5Jm13JPevGcx4SkF,"{'danceability': 0.532, 'energy': 0.887, 'key': 0, 'loudness': -3.757, 'mode': 1, 'speechiness': 0.0335, 'acousticness': 0.0778, 'instrumentalness': 0.000214, 'liveness': 0.294, 'valence': 0.795, 'tempo': 122.511, 'type': 'audio_features', 'id': '37ZJ0p5Jm13JPevGcx4SkF', 'uri': 'spotify:track:37ZJ0p5Jm13JPevGcx4SkF', 'track_href': 'https://api.spotify.com/v1/tracks/37ZJ0p5Jm13JPevGcx4SkF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/37ZJ0p5Jm13JPevGcx4SkF', 'duration_ms': 249293, 'time_signature': 4}",0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,audio_features,37ZJ0p5Jm13JPevGcx4SkF,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/tracks/37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/audio-analysis/37ZJ0p5Jm13JPevGcx4SkF,249293,4
Once in a Lifetime,1Tr4K5MU5XYE44umXGDndd,"{'danceability': 0.646, 'energy': 0.88, 'key': 2, 'loudness': -7.753, 'mode': 1, 'speechiness': 0.0637, 'acousticness': 0.0623, 'instrumentalness': 0.157, 'liveness': 0.355, 'valence': 0.802, 'tempo': 116.916, 'type': 'audio_features', 'id': '1Tr4K5MU5XYE44umXGDndd', 'uri': 'spotify:track:1Tr4K5MU5XYE44umXGDndd', 'track_href': 'https://api.spotify.com/v1/tracks/1Tr4K5MU5XYE44umXGDndd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1Tr4K5MU5XYE44umXGDndd', 'duration_ms': 259600, 'time_signature': 4}",0.646,0.88,2,-7.753,1,0.0637,0.0623,0.157,0.355,0.802,116.916,audio_features,1Tr4K5MU5XYE44umXGDndd,spotify:track:1Tr4K5MU5XYE44umXGDndd,https://api.spotify.com/v1/tracks/1Tr4K5MU5XYE44umXGDndd,https://api.spotify.com/v1/audio-analysis/1Tr4K5MU5XYE44umXGDndd,259600,4
This Charming Man,1FvDJ9KGxcqwv1utyPL3JZ,"{'danceability': 0.611, 'energy': 0.846, 'key': 11, 'loudness': -5.9, 'mode': 1, 'speechiness': 0.0436, 'acousticness': 0.00509, 'instrumentalness': 0, 'liveness': 0.0784, 'valence': 0.751, 'tempo': 103.912, 'type': 'audio_features', 'id': '1FvDJ9KGxcqwv1utyPL3JZ', 'uri': 'spotify:track:1FvDJ9KGxcqwv1utyPL3JZ', 'track_href': 'https://api.spotify.com/v1/tracks/1FvDJ9KGxcqwv1utyPL3JZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1FvDJ9KGxcqwv1utyPL3JZ', 'duration_ms': 162920, 'time_signature': 4}",0.611,0.846,11,-5.9,1,0.0436,0.00509,0.0,0.0784,0.751,103.912,audio_features,1FvDJ9KGxcqwv1utyPL3JZ,spotify:track:1FvDJ9KGxcqwv1utyPL3JZ,https://api.spotify.com/v1/tracks/1FvDJ9KGxcqwv1utyPL3JZ,https://api.spotify.com/v1/audio-analysis/1FvDJ9KGxcqwv1utyPL3JZ,162920,4
The Trooper,2C3B3dva983HPMojFqWLOp,"{'danceability': 0.286, 'energy': 0.907, 'key': 4, 'loudness': -4.601, 'mode': 0, 'speechiness': 0.0702, 'acousticness': 0.0326, 'instrumentalness': 0.00837, 'liveness': 0.311, 'valence': 0.662, 'tempo': 159.756, 'type': 'audio_features', 'id': '2C3B3dva983HPMojFqWLOp', 'uri': 'spotify:track:2C3B3dva983HPMojFqWLOp', 'track_href': 'https://api.spotify.com/v1/tracks/2C3B3dva983HPMojFqWLOp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2C3B3dva983HPMojFqWLOp', 'duration_ms': 252733, 'time_signature': 4}",0.286,0.907,4,-4.601,0,0.0702,0.0326,0.00837,0.311,0.662,159.756,audio_features,2C3B3dva983HPMojFqWLOp,spotify:track:2C3B3dva983HPMojFqWLOp,https://api.spotify.com/v1/tracks/2C3B3dva983HPMojFqWLOp,https://api.spotify.com/v1/audio-analysis/2C3B3dva983HPMojFqWLOp,252733,4
Mirror in the Bathroom,3LUhdkixxrrqv3nfNfkINe,"{'danceability': 0.632, 'energy': 0.706, 'key': 7, 'loudness': -7.391, 'mode': 1, 'speechiness': 0.0676, 'acousticness': 0.0749, 'instrumentalness': 0.0413, 'liveness': 0.0356, 'valence': 0.945, 'tempo': 171.199, 'type': 'audio_features', 'id': '3LUhdkixxrrqv3nfNfkINe', 'uri': 'spotify:track:3LUhdkixxrrqv3nfNfkINe', 'track_href': 'https://api.spotify.com/v1/tracks/3LUhdkixxrrqv3nfNfkINe', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3LUhdkixxrrqv3nfNfkINe', 'duration_ms': 190333, 'time_signature': 4}",0.632,0.706,7,-7.391,1,0.0676,0.0749,0.0413,0.0356,0.945,171.199,audio_features,3LUhdkixxrrqv3nfNfkINe,spotify:track:3LUhdkixxrrqv3nfNfkINe,https://api.spotify.com/v1/tracks/3LUhdkixxrrqv3nfNfkINe,https://api.spotify.com/v1/audio-analysis/3LUhdkixxrrqv3nfNfkINe,190333,4
Love My Way,4dk40nfaQav6b4ZsJ9OYUo,"{'danceability': 0.637, 'energy': 0.85, 'key': 0, 'loudness': -5.054, 'mode': 1, 'speechiness': 0.0351, 'acousticness': 0.00487, 'instrumentalness': 0.00018, 'liveness': 0.152, 'valence': 0.52, 'tempo': 126.106, 'type': 'audio_features', 'id': '4dk40nfaQav6b4ZsJ9OYUo', 'uri': 'spotify:track:4dk40nfaQav6b4ZsJ9OYUo', 'track_href': 'https://api.spotify.com/v1/tracks/4dk40nfaQav6b4ZsJ9OYUo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4dk40nfaQav6b4ZsJ9OYUo', 'duration_ms': 213973, 'time_signature': 4}",0.637,0.85,0,-5.054,1,0.0351,0.00487,0.00018,0.152,0.52,126.106,audio_features,4dk40nfaQav6b4ZsJ9OYUo,spotify:track:4dk40nfaQav6b4ZsJ9OYUo,https://api.spotify.com/v1/tracks/4dk40nfaQav6b4ZsJ9OYUo,https://api.spotify.com/v1/audio-analysis/4dk40nfaQav6b4ZsJ9OYUo,213973,4
Bodies,7CpbhqKUedOIrcvc94p60Y,"{'danceability': 0.656, 'energy': 0.932, 'key': 4, 'loudness': -3.405, 'mode': 0, 'speechiness': 0.0708, 'acousticness': 0.00347, 'instrumentalness': 0.00147, 'liveness': 0.144, 'valence': 0.544, 'tempo': 130.936, 'type': 'audio_features', 'id': '7CpbhqKUedOIrcvc94p60Y', 'uri': 'spotify:track:7CpbhqKUedOIrcvc94p60Y', 'track_href': 'https://api.spotify.com/v1/tracks/7CpbhqKUedOIrcvc94p60Y', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7CpbhqKUedOIrcvc94p60Y', 'duration_ms': 201960, 'time_signature': 4}",0.656,0.932,4,-3.405,0,0.0708,0.00347,0.00147,0.144,0.544,130.936,audio_features,7CpbhqKUedOIrcvc94p60Y,spotify:track:7CpbhqKUedOIrcvc94p60Y,https://api.spotify.com/v1/tracks/7CpbhqKUedOIrcvc94p60Y,https://api.spotify.com/v1/audio-analysis/7CpbhqKUedOIrcvc94p60Y,201960,4
Spellbound,5Ng6UbryNd3eds2zQk9MUf,"{'danceability': 0.415, 'energy': 0.853, 'key': 7, 'loudness': -11.098, 'mode': 1, 'speechiness': 0.038, 'acousticness': 0.0107, 'instrumentalness': 0.000499, 'liveness': 0.536, 'valence': 0.302, 'tempo': 148.494, 'type': 'audio_features', 'id': '5Ng6UbryNd3eds2zQk9MUf', 'uri': 'spotify:track:5Ng6UbryNd3eds2zQk9MUf', 'track_href': 'https://api.spotify.com/v1/tracks/5Ng6UbryNd3eds2zQk9MUf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5Ng6UbryNd3eds2zQk9MUf', 'duration_ms': 197013, 'time_signature': 4}",0.415,0.853,7,-11.098,1,0.038,0.0107,0.000499,0.536,0.302,148.494,audio_features,5Ng6UbryNd3eds2zQk9MUf,spotify:track:5Ng6UbryNd3eds2zQk9MUf,https://api.spotify.com/v1/tracks/5Ng6UbryNd3eds2zQk9MUf,https://api.spotify.com/v1/audio-analysis/5Ng6UbryNd3eds2zQk9MUf,197013,4
My Own Summer (Shove It),1158ckiB5S4cpsdYHDB9IF,"{'danceability': 0.443, 'energy': 0.781, 'key': 1, 'loudness': -4.277, 'mode': 1, 'speechiness': 0.0377, 'acousticness': 1.33e-05, 'instrumentalness': 0.205, 'liveness': 0.166, 'valence': 0.372, 'tempo': 71.841, 'type': 'audio_features', 'id': '1158ckiB5S4cpsdYHDB9IF', 'uri': 'spotify:track:1158ckiB5S4cpsdYHDB9IF', 'track_href': 'https://api.spotify.com/v1/tracks/1158ckiB5S4cpsdYHDB9IF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1158ckiB5S4cpsdYHDB9IF', 'duration_ms': 214760, 'time_signature': 4}",0.443,0.781,1,-4.277,1,0.0377,1.33e-05,0.205,0.166,0.372,71.841,audio_features,1158ckiB5S4cpsdYHDB9IF,spotify:track:1158ckiB5S4cpsdYHDB9IF,https://api.spotify.com/v1/tracks/1158ckiB5S4cpsdYHDB9IF,https://api.spotify.com/v1/audio-analysis/1158ckiB5S4cpsdYHDB9IF,214760,4
Holy Diver,57fqmDaokbxZ3TaB0jp39q,"{'danceability': 0.476, 'energy': 0.901, 'key': 8, 'loudness': -6.751, 'mode': 1, 'speechiness': 0.0975, 'acousticness': 0.0642, 'instrumentalness': 0.158, 'liveness': 0.0557, 'valence': 0.109, 'tempo': 91.955, 'type': 'audio_features', 'id': '57fqmDaokbxZ3TaB0jp39q', 'uri': 'spotify:track:57fqmDaokbxZ3TaB0jp39q', 'track_href': 'https://api.spotify.com/v1/tracks/57fqmDaokbxZ3TaB0jp39q', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/57fqmDaokbxZ3TaB0jp39q', 'duration_ms': 353787, 'time_signature': 4}",0.476,0.901,8,-6.751,1,0.0975,0.0642,0.158,0.0557,0.109,91.955,audio_features,57fqmDaokbxZ3TaB0jp39q,spotify:track:57fqmDaokbxZ3TaB0jp39q,https://api.spotify.com/v1/tracks/57fqmDaokbxZ3TaB0jp39q,https://api.spotify.com/v1/audio-analysis/57fqmDaokbxZ3TaB0jp39q,353787,4
Love Will Tear Us Apart,4N42ow0h4JoK68OQwOzsQn,"{'danceability': 0.524, 'energy': 0.921, 'key': 2, 'loudness': -7.709, 'mode': 1, 'speechiness': 0.0367, 'acousticness': 0.00103, 'instrumentalness': 0.768, 'liveness': 0.128, 'valence': 0.908, 'tempo': 146.849, 'type': 'audio_features', 'id': '4N42ow0h4JoK68OQwOzsQn', 'uri': 'spotify:track:4N42ow0h4JoK68OQwOzsQn', 'track_href': 'https://api.spotify.com/v1/tracks/4N42ow0h4JoK68OQwOzsQn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4N42ow0h4JoK68OQwOzsQn', 'duration_ms': 206227, 'time_signature': 4}",0.524,0.921,2,-7.709,1,0.0367,0.00103,0.768,0.128,0.908,146.849,audio_features,4N42ow0h4JoK68OQwOzsQn,spotify:track:4N42ow0h4JoK68OQwOzsQn,https://api.spotify.com/v1/tracks/4N42ow0h4JoK68OQwOzsQn,https://api.spotify.com/v1/audio-analysis/4N42ow0h4JoK68OQwOzsQn,206227,4
Girls Just Want to Have Fun,4y1LsJpmMti1PfRQV9AWWe,"{'danceability': 0.71, 'energy': 0.799, 'key': 6, 'loudness': -4.897, 'mode': 1, 'speechiness': 0.0328, 'acousticness': 0.22, 'instrumentalness': 0.000602, 'liveness': 0.349, 'valence': 0.725, 'tempo': 120.372, 'type': 'audio_features', 'id': '4y1LsJpmMti1PfRQV9AWWe', 'uri': 'spotify:track:4y1LsJpmMti1PfRQV9AWWe', 'track_href': 'https://api.spotify.com/v1/tracks/4y1LsJpmMti1PfRQV9AWWe', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4y1LsJpmMti1PfRQV9AWWe', 'duration_ms': 238267, 'time_signature': 4}",0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,audio_features,4y1LsJpmMti1PfRQV9AWWe,spotify:track:4y1LsJpmMti1PfRQV9AWWe,https://api.spotify.com/v1/tracks/4y1LsJpmMti1PfRQV9AWWe,https://api.spotify.com/v1/audio-analysis/4y1LsJpmMti1PfRQV9AWWe,238267,4
Never Let Me Down Again,2H1BmB1b6Px9KJXIUpD03u,"{'danceability': 0.581, 'energy': 0.886, 'key': 0, 'loudness': -6.505, 'mode': 1, 'speechiness': 0.0324, 'acousticness': 0.279, 'instrumentalness': 0.0297, 'liveness': 0.691, 'valence': 0.586, 'tempo': 106.067, 'type': 'audio_features', 'id': '2H1BmB1b6Px9KJXIUpD03u', 'uri': 'spotify:track:2H1BmB1b6Px9KJXIUpD03u', 'track_href': 'https://api.spotify.com/v1/tracks/2H1BmB1b6Px9KJXIUpD03u', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2H1BmB1b6Px9KJXIUpD03u', 'duration_ms': 290493, 'time_signature': 4}",0.581,0.886,0,-6.505,1,0.0324,0.279,0.0297,0.691,0.586,106.067,audio_features,2H1BmB1b6Px9KJXIUpD03u,spotify:track:2H1BmB1b6Px9KJXIUpD03u,https://api.spotify.com/v1/tracks/2H1BmB1b6Px9KJXIUpD03u,https://api.spotify.com/v1/audio-analysis/2H1BmB1b6Px9KJXIUpD03u,290493,4
Highway to Hell,2zYzyRzz6pRmhPzyfMEC8s,"{'danceability': 0.574, 'energy': 0.913, 'key': 6, 'loudness': -4.793, 'mode': 0, 'speechiness': 0.133, 'acousticness': 0.061, 'instrumentalness': 0.00158, 'liveness': 0.156, 'valence': 0.423, 'tempo': 115.728, 'type': 'audio_features', 'id': '2zYzyRzz6pRmhPzyfMEC8s', 'uri': 'spotify:track:2zYzyRzz6pRmhPzyfMEC8s', 'track_href': 'https://api.spotify.com/v1/tracks/2zYzyRzz6pRmhPzyfMEC8s', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2zYzyRzz6pRmhPzyfMEC8s', 'duration_ms': 208400, 'time_signature': 4}",0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,audio_features,2zYzyRzz6pRmhPzyfMEC8s,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/tracks/2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/audio-analysis/2zYzyRzz6pRmhPzyfMEC8s,208400,4
Enter Sandman,3VqHuw0wFlIHcIPWkhIbdQ,"{'danceability': 0.566, 'energy': 0.834, 'key': 6, 'loudness': -8.412, 'mode': 0, 'speechiness': 0.0298, 'acousticness': 0.00277, 'instrumentalness': 0.008, 'liveness': 0.0625, 'valence': 0.621, 'tempo': 123.296, 'type': 'audio_features', 'id': '3VqHuw0wFlIHcIPWkhIbdQ', 'uri': 'spotify:track:3VqHuw0wFlIHcIPWkhIbdQ', 'track_href': 'https://api.spotify.com/v1/tracks/3VqHuw0wFlIHcIPWkhIbdQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3VqHuw0wFlIHcIPWkhIbdQ', 'duration_ms': 331560, 'time_signature': 4}",0.566,0.834,6,-8.412,0,0.0298,0.00277,0.008,0.0625,0.621,123.296,audio_features,3VqHuw0wFlIHcIPWkhIbdQ,spotify:track:3VqHuw0wFlIHcIPWkhIbdQ,https://api.spotify.com/v1/tracks/3VqHuw0wFlIHcIPWkhIbdQ,https://api.spotify.com/v1/audio-analysis/3VqHuw0wFlIHcIPWkhIbdQ,331560,4
Careless Whisper,4jDmJ51x1o9NZB5Nxxc7gY,"{'danceability': 0.574, 'energy': 0.628, 'key': 2, 'loudness': -8.815, 'mode': 0, 'speechiness': 0.036, 'acousticness': 0.13, 'instrumentalness': 0, 'liveness': 0.271, 'valence': 0.803, 'tempo': 153.119, 'type': 'audio_features', 'id': '4jDmJ51x1o9NZB5Nxxc7gY', 'uri': 'spotify:track:4jDmJ51x1o9NZB5Nxxc7gY', 'track_href': 'https://api.spotify.com/v1/tracks/4jDmJ51x1o9NZB5Nxxc7gY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4jDmJ51x1o9NZB5Nxxc7gY', 'duration_ms': 300107, 'time_signature': 4}",0.574,0.628,2,-8.815,0,0.036,0.13,0.0,0.271,0.803,153.119,audio_features,4jDmJ51x1o9NZB5Nxxc7gY,spotify:track:4jDmJ51x1o9NZB5Nxxc7gY,https://api.spotify.com/v1/tracks/4jDmJ51x1o9NZB5Nxxc7gY,https://api.spotify.com/v1/audio-analysis/4jDmJ51x1o9NZB5Nxxc7gY,300107,4
Let's Stay Together,63xdwScd1Ai1GigAwQxE8y,"{'danceability': 0.756, 'energy': 0.401, 'key': 7, 'loudness': -10.702, 'mode': 0, 'speechiness': 0.0526, 'acousticness': 0.582, 'instrumentalness': 0.011, 'liveness': 0.0541, 'valence': 0.514, 'tempo': 101.954, 'type': 'audio_features', 'id': '63xdwScd1Ai1GigAwQxE8y', 'uri': 'spotify:track:63xdwScd1Ai1GigAwQxE8y', 'track_href': 'https://api.spotify.com/v1/tracks/63xdwScd1Ai1GigAwQxE8y', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/63xdwScd1Ai1GigAwQxE8y', 'duration_ms': 199396, 'time_signature': 4}",0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,audio_features,63xdwScd1Ai1GigAwQxE8y,spotify:track:63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/tracks/63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/audio-analysis/63xdwScd1Ai1GigAwQxE8y,199396,4
